Date,Close,High,Low,Open,Volume,Ticker,Daily_Return,MA_20,MA_50,Volatility_20
2025-02-27,236.49131774902344,241.6337368385667,236.25213016109495,238.5941277716784,41153600,AAPL,-0.01273091938670523,237.274747467041,,0.015535666481708768
2025-02-28,241.01583862304688,241.26498665715278,229.41550676334808,236.14250368420718,56833400,AAPL,0.019131868844441513,237.4995262145996,,0.016019457180416183
2025-03-03,237.2188262939453,243.1983791446907,235.30537120652147,240.96600727263495,47184000,AAPL,-0.015754202507164528,237.61359634399415,,0.016374616208392232
2025-03-04,235.1259765625,239.25188262538288,233.88023638606123,236.89992456399492,53798100,AAPL,-0.008822443665799096,238.02072525024414,,0.014444268974314004
2025-03-05,234.93663024902344,235.7438674276595,228.44880585950324,234.61771347352882,47227600,AAPL,-0.000805297297409524,238.17996520996093,,0.013728393861097447
2025-03-06,234.52804565429688,237.0494227188423,232.36544239217005,233.64107919926062,45170400,AAPL,-0.0017391268202556764,238.33520126342773,,0.0137312822265958
2025-03-07,238.2552947998047,240.54744460053885,233.95996981993864,234.30878315837532,46273600,AAPL,0.015892551933860855,238.63946838378905,,0.014137292399777008
2025-03-10,226.70477294921875,235.35520052510583,223.45588808739058,234.73730306532093,72071200,AAPL,-0.04847960193409895,238.64445114135742,,0.017185135506880948
2025-03-11,220.08741760253906,225.07037859810526,216.70897065581676,223.0472976504486,76137400,AAPL,-0.029189307576519163,238.30511245727538,,0.01839005133570527
2025-03-12,216.24057006835938,220.99431909322652,214.17763213362198,219.38980505207962,62547500,AAPL,-0.01747872539050277,237.52577743530273,,0.01787498170403728
2025-03-13,208.96542358398438,216.10102664759694,207.70972301630272,215.21406028960521,61368300,AAPL,-0.03364376297230043,236.1709098815918,,0.01833805586778111
2025-03-14,212.76246643066406,213.22089031000854,208.86578742228792,210.53009451028822,60107600,AAPL,0.018170675232085154,234.77368927001953,,0.018230470263327556
2025-03-17,213.27072143554688,214.48656508270392,209.25445626243933,212.58307041465437,48073400,AAPL,0.0023888377184630993,233.24890213012696,,0.01781451901001635
2025-03-18,211.96519470214844,214.4168029665515,210.76928711901598,213.43018643369246,42432400,AAPL,-0.006121453168117963,231.6653175354004,,0.017759597718364457
2025-03-19,214.50650024414062,218.01449366985423,213.02157246340184,213.4899719913265,54385400,AAPL,0.011989258640142442,230.18886795043946,,0.018164304254551688
2025-03-20,213.37037658691406,216.74882322763474,211.4967785561088,213.2607508466693,48862900,AAPL,-0.0052964532819913535,228.6077751159668,,0.018008431818472524
2025-03-21,217.52618408203125,218.09423372936246,210.55999911901452,210.8390437188948,94127800,AAPL,0.01947696564815482,227.2484245300293,,0.018912622322150473
2025-03-24,219.977783203125,220.7252273230714,217.83511614199446,220.24686734420678,44299500,AAPL,0.011270363296444375,225.93441772460938,,0.019109815754433133
2025-03-25,222.98748779296875,223.3363011191594,219.32999652191663,220.0176475207108,34493600,AAPL,0.013681857076742299,224.77388610839844,,0.019557967341343144
2025-03-26,220.77505493164062,224.25316696482244,219.71866969932233,222.7483031053444,34466100,AAPL,-0.00992178029012214,223.8355941772461,,0.01889469876579171
2025-03-27,223.08717346191406,224.22328797900445,219.8083765580053,220.63554992146092,37094800,AAPL,0.010472734480756252,223.16538696289064,229.89925872802735,0.01903571197372543
2025-03-28,217.15740966796875,223.04727255158852,216.93815819229235,220.91456609374504,39818600,AAPL,-0.02658047839293487,221.97246551513672,229.50642669677734,0.01901581343541423
2025-03-31,221.37301635742188,224.8511131847691,215.49311362240712,216.27045427307317,65299300,AAPL,0.019412677172281345,221.18017501831054,229.38924133300782,0.019588709885774915
2025-04-01,222.4293975830078,222.91771798921508,218.15400887457568,219.06091135294477,36412700,AAPL,0.004771951175297495,220.54534606933595,229.25893859863282,0.019621592792742396
2025-04-02,223.12701416015625,224.4225869866718,220.2667995775576,220.56578026164416,35905900,AAPL,0.00313635061160511,219.9548652648926,229.28872741699217,0.019660181417891536
2025-04-03,202.49755859375,206.78290782089874,200.56416741637668,204.83954098981803,103419000,AAPL,-0.09245610910922164,218.35334091186525,228.88223388671875,0.02813880681777716
2025-04-04,187.738037109375,199.19884701911502,186.70157274086588,193.2292544699453,125910900,AAPL,-0.07288740460316123,215.82747802734374,228.18393432617188,0.031187320317141255
2025-04-07,180.84161376953125,193.48835506739644,174.02491207450518,176.59612158290105,160466300,AAPL,-0.03673428915114274,213.53432006835936,227.36522766113282,0.03055583333819678
2025-04-08,171.83242797851562,189.69135865616965,168.63337548243626,186.0637635998773,120859500,AAPL,-0.049818101062165554,211.1215705871582,226.2253744506836,0.03154232006686608
2025-04-09,198.17234802246094,199.926344669284,171.30421792842867,171.3640110222038,184395900,AAPL,0.15328841216885225,210.2181594848633,225.4450762939453,0.04848773918079871
2025-04-10,189.7710723876953,194.11621470149436,182.37636057603893,188.42568213047016,121880000,AAPL,-0.042393783585858436,209.25844192504883,224.47485168457033,0.04881459726037968
2025-04-11,197.4747314453125,198.85999394662434,185.42593581806156,185.46580802047046,87435900,AAPL,0.040594485559310556,208.49405517578126,223.69394104003905,0.0495948335067383
2025-04-14,201.82984924316406,212.2143377637297,200.47448329230923,210.7194495182335,101352900,AAPL,0.022054050996684893,207.9220115661621,223.03178955078124,0.049892706719140784
2025-04-15,201.4511260986328,202.81645240683693,199.11910423874315,201.1720815277121,51343900,AAPL,-0.0018764476411760045,207.39630813598632,222.5211441040039,0.04988150124311241
2025-04-16,193.6079559326172,200.01603598224625,191.71442177543545,197.68401406478426,59732400,AAPL,-0.0389333647218012,206.35138092041015,221.7582666015625,0.05045888529535368
2025-04-17,196.3087158203125,198.15241736523095,193.75744237056688,196.5279673080365,52164700,AAPL,0.013949632775603904,205.49829788208007,221.05597442626953,0.05061487340059839
2025-04-21,192.50172424316406,193.13954254760668,189.16313478921086,192.61134997705832,46742500,AAPL,-0.019392881061038092,204.24707489013673,220.26260986328126,0.0504534102976455
2025-04-22,199.059326171875,200.9030125684292,195.3021694205859,195.45165216386687,52976400,AAPL,0.03406515943944233,203.2011520385742,219.71169403076172,0.05109178218090612
2025-04-23,203.90274047851562,207.29114738184992,202.10887173866126,205.29796327240905,52929200,AAPL,0.02433151161407343,202.24691467285157,219.25226501464843,0.05133823290748207
2025-04-24,207.659912109375,208.11835121294007,202.2484237558185,204.1917755069081,47311000,AAPL,0.018426292957329116,201.59115753173828,218.7689178466797,0.051535171426426975
2025-04-25,208.56680297851562,209.0352025034097,205.49729734578435,205.66671618569228,38222300,AAPL,0.004367192781353779,200.86513900756836,218.21899841308593,0.05147651819615509
2025-04-28,209.4238739013672,210.77923983434187,206.7530142372406,209.2843516085664,38743100,AAPL,0.004109335285442661,200.47846221923828,217.5933383178711,0.05116590526697698
2025-04-29,210.490234375,211.51672307140856,207.6599011161091,207.978817902887,36827600,AAPL,0.005091876364272663,199.9343231201172,216.9278137207031,0.05097094338782875
2025-04-30,211.7758331298828,212.8521544830753,205.96569903614,208.58674127234366,52286500,AAPL,0.0061076408542186655,199.40164489746093,216.29059265136718,0.05098021317139968
2025-05-01,212.59304809570312,213.82881264887993,208.18809734114114,208.3674918385056,57365700,AAPL,0.0038588679064202047,198.87494659423828,215.66174377441405,0.050983739816195944
2025-05-02,204.65020751953125,206.28461806468735,201.4710760745947,205.38767599056177,101010600,AAPL,-0.03736171359938467,198.98257904052736,214.85490325927734,0.04713758203369288
2025-05-05,198.21221923828125,203.4044712176219,197.5345438511527,202.40787903175757,69018500,AAPL,-0.03145849867088735,199.50628814697265,213.92488372802734,0.04453297611540461
2025-05-06,197.83349609375,199.96620262041338,196.34858356859348,197.5345306234426,51216500,AAPL,-0.0019106952436467317,200.3558822631836,212.95639526367188,0.04354214718549386
2025-05-07,195.58120727539062,198.7603386318323,192.59143085844198,198.49125449640593,68536700,AAPL,-0.011384769833375663,201.54332122802734,211.94405700683595,0.04179193435239668
2025-05-08,196.81698608398438,199.3682595147921,194.0165494128041,197.04619801698016,50478900,AAPL,0.0063184946335548275,201.4755531311035,211.08957885742188,0.02382636208554486
2025-05-09,197.8534393310547,199.85658408831688,196.86680762308345,198.32183886048443,36453900,AAPL,0.005266076204561099,201.8796714782715,210.3168212890625,0.021655183260423604
2025-05-12,210.3471221923828,210.82612467262763,206.31561695740214,210.52675192915717,63775800,AAPL,0.06314614951132236,202.523291015625,209.7034469604492,0.024192047937171727
2025-05-13,212.48263549804688,212.95164926547025,208.56089957562318,209.98788789546765,51909300,AAPL,0.010152329556051276,203.05593032836913,209.20872314453126,0.02385405996389416
2025-05-14,211.8839111328125,213.49052924285678,210.1375877621875,211.98369190366654,49325800,AAPL,-0.0028177566784739483,203.57756958007812,208.7438818359375,0.023864789282905526
2025-05-15,211.00575256347656,212.51258988469863,209.0997617101353,210.506803034962,45029500,AAPL,-0.004144526899852674,204.44745941162108,208.26526428222655,0.021845528512752233
2025-05-16,210.81614685058594,212.12340739052024,209.3292870180407,211.9138418912236,54737900,AAPL,-0.0008985807760553133,205.17283096313477,207.79102630615233,0.02176091317144612
2025-05-19,208.3413543701172,209.0398806327114,203.83084657536088,207.47318710280226,46140500,AAPL,-0.011739103087880398,205.9648124694824,207.1927474975586,0.021395932746511307
2025-05-20,206.42539978027344,208.03201787298204,204.5992426766309,207.23369558110693,42496600,AAPL,-0.009196227967492532,206.33311614990234,206.7871600341797,0.020377790958494162
2025-05-21,201.66542053222656,206.6050179110669,200.2883301620853,204.7389515122616,59211800,AAPL,-0.023059077289488417,206.22125015258788,206.41872009277344,0.02040130424615581
2025-05-22,200.93695068359375,202.32402973584547,199.28043462788855,200.28832240028711,46742400,AAPL,-0.003612269504163268,205.88510208129884,206.11264770507813,0.019922983529904844
2025-05-23,194.8597412109375,197.28462846236872,193.05354646446796,193.2630967266574,78432900,AAPL,-0.030244359994423098,205.19974899291992,205.8305340576172,0.02087101447618029
2025-05-27,199.78936767578125,200.31825293342968,197.01519441683536,197.88337691051132,56288500,AAPL,0.025298332196322493,204.71802368164063,205.57107208251952,0.02177902493749307
2025-05-28,199.99893188476562,202.3040763244224,199.48002009942556,200.16857290124128,45339700,AAPL,0.0010489257332475521,204.1934585571289,205.3056362915039,0.021727172343521804
2025-05-29,199.5299072265625,203.38179807643976,198.09293019267844,203.15228556391767,51396800,AAPL,-0.0023451358153920854,203.5811622619629,205.0569305419922,0.021636395158766468
2025-05-30,200.4280242919922,201.53569281345096,196.36656797106642,198.95112277889336,70819900,AAPL,0.004501165153201203,202.97291107177733,204.77536102294923,0.02164720148847874
2025-06-02,201.27622985839844,201.70533435611304,199.69954757512772,199.85921507319503,35423300,AAPL,0.0042319709002895944,202.8042121887207,204.5334780883789,0.020085837776349633
2025-06-03,202.8429412841797,203.34189080211323,200.53779694760377,200.92697696252267,46381600,AAPL,0.007783886983989463,203.03574829101564,204.23981323242188,0.018792141558604196
2025-06-04,202.3938751220703,205.80668775064265,201.67538665008354,202.4836823743862,43604000,AAPL,-0.0022138614203993656,203.26376724243164,203.8881350708008,0.01879500652511661
2025-06-05,200.20848083496094,204.3198198340372,199.72947835269025,203.07244608657666,55126100,AAPL,-0.010797729357132413,203.49513092041016,203.43255493164062,0.018774593966376554
2025-06-06,203.49156188964844,205.26782088834017,201.62549563553227,202.57349663849442,46607700,AAPL,0.016398311604960636,203.82885971069337,203.08688507080078,0.019048734815829523
2025-06-09,201.02674865722656,205.56719211084615,199.59976040917107,203.96057412654167,72862600,AAPL,-0.012112606584436802,203.98752517700194,202.64567657470704,0.01927910769492398
2025-06-10,202.24420166015625,203.92068000712237,200.14862275986277,200.17855851367187,54672600,AAPL,0.006056174171157558,203.58237915039064,202.34741241455077,0.012688397305468694
2025-06-11,198.36236572265625,204.07034932786254,197.99314795828434,203.0724503091444,60989900,AAPL,-0.01919380583292518,202.8763656616211,201.88719940185547,0.012917798852307734
2025-06-12,198.78147888183594,199.26046614106752,196.94534836583952,198.66173587371065,43904600,AAPL,0.0021128663073402,202.22124404907225,201.41424102783202,0.012975468425961124
2025-06-13,196.03726196289062,199.9490243445518,195.2888376882346,199.3103695725812,51447300,AAPL,-0.013805194198080128,201.47281951904296,200.8724459838867,0.013194127821870655
2025-06-16,198.0031280517578,198.27256505925683,196.1470352061455,196.8854859861783,43020700,AAPL,0.010028022576847206,200.83216857910156,200.78255737304687,0.013533267956587118
2025-06-17,195.2289581298828,197.97318035709665,194.79986887227625,196.78567812068002,38856200,AAPL,-0.014010737856372857,200.17654876708986,200.93237579345703,0.01361935272304806
2025-06-18,196.1669921875,197.15491770400297,194.66017014117494,195.52833742048526,45394700,AAPL,0.004804789548654709,199.66362838745118,201.23888336181642,0.01365236221413038
2025-06-20,200.5777130126953,201.27623931614946,196.44641147314488,197.82351706190548,96813500,AAPL,0.022484520846297373,199.6092430114746,201.8137890625,0.013832136047222835
2025-06-23,201.07664489746094,201.87496712850407,198.54198818263384,201.20637663769034,55814300,AAPL,0.002487474192778505,199.61622772216796,201.871875,0.013819700420091136
2025-06-24,199.87918090820312,203.0125832870988,199.77938491343542,202.16436301176623,54064000,AAPL,-0.005955261437092574,199.86719970703126,202.07403717041015,0.01195130517754481
2025-06-25,201.1365203857422,203.24208788881052,200.19849288768373,201.02675088646447,39525700,AAPL,0.006290497448638854,199.9345573425293,202.14727294921875,0.010628375808149215
2025-06-26,200.5777130126953,202.2142668779585,199.04095514509618,201.00680230384165,50799100,AAPL,-0.002778249181079495,199.96349639892577,202.12223022460938,0.01065031291507131
2025-06-27,200.6575469970703,202.79305039965564,199.57981417332658,201.46584280819525,73188600,AAPL,0.00039802021458856807,200.01987838745117,202.10635864257813,0.010633483398516578
2025-06-30,204.7389373779297,206.95427439094752,198.84135059390303,201.58557286233471,91912800,AAPL,0.02034007911458713,200.23542404174805,202.32897827148437,0.011513458650220324
2025-07-01,207.3833770751953,209.74839282792448,205.70689884063935,206.23578409144605,78788900,AAPL,0.01291615425542747,200.5407814025879,202.55047149658202,0.011796965425502135
2025-07-02,211.99366760253906,212.8917706186518,207.7026988246806,208.47108532398713,67941800,AAPL,0.022230762139012317,200.99831771850586,202.94031036376953,0.012612148106910595
2025-07-03,213.10133361816406,214.1990133776075,211.3649838836884,211.70426588787655,34955800,AAPL,0.0052249957659193935,201.53369064331054,203.22115051269532,0.012582174144690546
2025-07-07,209.50889587402344,215.77570049162512,208.36131809352125,212.23315593085263,50229000,AAPL,-0.01685788485292905,201.99871139526368,203.33327362060547,0.012989597167445091
2025-07-08,209.5687713623047,210.98578616820197,208.01205130024096,209.658593847986,42848900,AAPL,0.00028578971805215403,202.30257186889648,203.37145080566407,0.012565372724064583
2025-07-09,210.69639587402344,210.8859991217609,206.78463359109693,209.0897778625777,48749400,AAPL,0.00538068961510163,202.78605422973632,203.4140426635742,0.012167003672134137
2025-07-10,211.9637451171875,213.03148920420767,209.58874045798783,210.06772774811225,44443600,AAPL,0.0060150494644521935,203.27203140258788,203.46484008789062,0.012166360623411745
2025-07-11,210.7163543701172,211.68431760849728,209.41908263784933,210.12759762046792,39765800,AAPL,-0.005884925020458898,203.88973083496094,203.46936248779298,0.011251542677552054
2025-07-14,208.1816864013672,210.46688365912564,207.10395364435493,209.48893166698292,38840100,AAPL,-0.01202881464197092,204.3597412109375,203.39747955322267,0.011749222997341612
2025-07-15,208.67066955566406,211.44482767792792,208.48106630115817,208.7804390594974,42296300,AAPL,0.0023488288655426626,204.99141159057618,203.31903198242188,0.011116343349698592
2025-07-16,209.7184600830078,211.9537441254909,208.20164932080104,209.85816533566302,47490500,AAPL,0.005021264030900419,205.57717819213866,203.42039703369142,0.011010019694319794
2025-07-17,209.57875061035156,211.3550095983717,209.14964612579556,210.12759810142074,48068100,AAPL,-0.0006661763232523876,206.2946678161621,203.64772766113282,0.010311157239462364
2025-07-18,210.73631286621094,211.34503189230253,209.25942654413325,210.42696659875526,48974600,AAPL,0.005523280640275852,207.02313385009765,203.90578399658204,0.010316815219096475
2025-07-21,212.03358459472656,215.32665448510335,211.18537954340883,211.65439331220318,51377400,AAPL,0.006155900285392368,207.5959274291992,204.23483154296875,0.009347502934441556
2025-07-22,213.9495391845703,214.49838667908332,211.78410018506472,212.69219192810166,46404100,AAPL,0.009036090171780309,208.23957214355468,204.57748260498047,0.00944929489721389
2025-07-23,213.7000732421875,214.69797228179937,211.9637386583707,214.54829351654996,46989300,AAPL,-0.0011660036442873167,208.9306167602539,204.89441528320313,0.009265304356673994
2025-07-24,213.31089782714844,215.23685093304425,213.08138530657155,213.45060308663847,46022600,AAPL,-0.0018211290671763525,209.53933563232422,204.95369079589844,0.009309057849837953
2025-07-25,213.43064880371094,214.7877920897316,212.95164630742312,214.24891808809048,40268800,AAPL,0.0005613917422049308,210.181982421875,204.97265106201172,0.009229878698036584
2025-07-28,213.6002960205078,214.39861831079742,212.61237047326716,213.5803337758995,37858000,AAPL,0.0007948587409902785,210.82911987304686,205.00697875976562,0.009224074473966365
2025-07-29,210.8261260986328,214.3586818606333,210.37707459375494,213.73000061776605,51411700,AAPL,-0.012987668901023652,211.13347930908202,205.00338623046875,0.008965850867782187
2025-07-30,208.6107940673828,211.94377315400357,207.28358653790625,211.454797150492,45512500,AAPL,-0.010507862911703691,211.1948501586914,204.9592791748047,0.008926490017459605
2025-07-31,207.1339111328125,209.39913099136336,206.72476887181696,208.0519764228089,80698400,AAPL,-0.007079609380583052,210.95186233520508,204.93513031005858,0.0074212978334648756
2025-08-01,201.95480346679688,213.13126916468397,201.07664747870345,210.4269561886582,104434500,AAPL,-0.025003668581794036,210.39453582763673,204.84571838378906,0.00897410909634896
2025-08-04,202.9227752685547,207.44325668811337,201.25627047720934,204.0803265791815,75109300,AAPL,0.004793012026163446,210.0652297973633,204.8708654785156,0.008460421493279378
2025-08-05,202.49366760253906,204.90858140720596,201.73526982787092,202.97265486934364,44155100,AAPL,-0.0021146353111312077,209.711474609375,204.90199981689454,0.008449856285418717
2025-08-06,212.8019561767578,214.9274858636443,205.15804638253505,205.1979708684584,108483100,AAPL,0.05090672067065416,209.8167526245117,205.26084411621093,0.01445249458206716
2025-08-07,219.56771850585938,220.38600300495352,216.12496995802366,218.42014073215765,90224800,AAPL,0.03179370364190537,210.19695129394532,205.6564111328125,0.016025281305217468
2025-08-08,228.86813354492188,230.51466074526758,218.78934791515115,220.36603010589778,113854000,AAPL,0.04235784341318971,211.10454025268555,206.23379516601562,0.018268202177342364
2025-08-11,226.95997619628906,229.33767612130436,224.54232171734583,227.6992650180531,61806100,AAPL,-0.008337365796965757,212.04345474243163,206.78239654541017,0.018112570527093603
2025-08-12,229.42758178710938,230.57647717809445,226.8500938879156,227.78917070894937,55626200,AAPL,0.010872426196794072,213.0813003540039,207.3623876953125,0.018159990970195782
2025-08-13,233.10403442382812,234.77241529044048,230.2068337695816,230.8462285986664,69878500,AAPL,0.016024457949132653,214.2505790710449,207.99894378662108,0.01832952731969575
2025-08-14,232.5545654296875,234.89229562265464,230.6264418350812,233.83332460758467,51916300,AAPL,-0.0023571835446725142,215.3993698120117,208.59317626953126,0.01836312711952968
2025-08-15,231.36570739746094,234.0531046408583,229.11788646444978,233.77337703316005,56038700,AAPL,-0.005112168105708581,216.43083953857422,209.17261291503905,0.018511914256109666
2025-08-18,230.66639709472656,232.89423321308522,229.88715369469057,231.47561022214762,37476200,AAPL,-0.0030225322092916063,217.36248016357422,209.78177124023438,0.01859118695892483
2025-08-19,230.3367156982422,232.64447617946885,229.1278960385577,231.05601964615855,39402600,AAPL,-0.001429256279357305,218.1818389892578,210.31867431640626,0.018600561157286276
2025-08-20,225.79110717773438,230.24679444121838,225.55134937034353,229.75726351111018,42263900,AAPL,-0.019734624185850147,218.78639068603516,210.8139614868164,0.01931426817849529
2025-08-21,224.68218994140625,226.30063142153253,223.56327948127884,226.05087353353895,30621200,AAPL,-0.004911252928377019,219.35495529174804,211.2627212524414,0.01936656330451473
2025-08-22,227.53941345214844,228.8681272027074,225.1916985271248,225.95095699429655,42477800,AAPL,0.012716733406805902,220.0603935241699,211.84626220703126,0.01948380446150125
2025-08-25,226.94000244140625,229.07792927219558,226.01089520624416,226.26065308481304,30983100,AAPL,-0.002634317288807808,220.72737884521484,212.40943267822266,0.01952282930917131
2025-08-26,229.08792114257812,229.26775474756235,224.4724002828088,226.65028173376106,54575100,AAPL,0.00946469850209164,221.6404685974121,213.0704458618164,0.019184909393319214
2025-08-27,230.26678466796875,230.676376013076,228.03893336267103,228.38860049855515,31259500,AAPL,0.005145899965004919,222.7232681274414,213.71571899414062,0.018864157713864363
2025-08-28,232.33477783203125,233.18396075811214,229.11789497993007,230.59647266873003,38074700,AAPL,0.008980857430412437,223.98331146240236,214.45783538818358,0.018658354215051954
2025-08-29,231.91517639160156,233.15398096397084,231.145917853049,232.28481317583598,39418400,AAPL,-0.0018060207961334562,225.48133010864257,215.17279907226563,0.017306923689295522
2025-09-02,229.49752807617188,230.62643860177437,226.75019132336067,229.02798202980685,44075600,AAPL,-0.010424709383172748,226.81006774902343,215.75119537353515,0.017741808425971894
2025-09-03,238.2390594482422,238.6186963224971,234.133039090421,236.98028515930878,66427800,AAPL,0.038089871578786294,228.5973373413086,216.49444366455077,0.01897104223933904
2025-09-04,239.5477752685547,239.66765417218173,236.51072617258424,238.21906152531412,47549400,AAPL,0.005493288226302795,229.93462829589845,217.2878155517578,0.016108490041882605
2025-09-05,239.45787048339844,241.08629675958926,238.25903569310344,239.76756781945676,54870400,AAPL,-0.00037531045761318715,230.92913589477538,218.05424255371094,0.014969332930876865
2025-09-08,237.64962768554688,239.91741830634814,236.11111057683257,239.06825064349684,48999500,AAPL,-0.007551402650500583,231.36821060180665,218.79568084716797,0.012226000630800617
2025-09-09,234.123046875,238.5487492683241,233.13400016518182,236.77047435136637,66313900,AAPL,-0.014839412310012845,231.7263641357422,219.46499084472657,0.012594959840724045
2025-09-10,226.5703582763672,232.19491077497392,225.73117543382176,231.96513778704139,83440800,AAPL,-0.03225948363240483,231.58350296020507,219.9016192626953,0.014480551176353228
2025-09-11,229.80722045898438,230.22681187017153,226.43048902665416,226.66027725307507,50208600,AAPL,0.014286344459361722,231.41866226196288,220.3500961303711,0.014380860677151813
2025-09-12,233.84332275390625,234.28288383192944,228.79821036620638,228.9980136278554,55824200,AAPL,0.017562991653877313,231.48310012817382,220.78708923339843,0.014933003982312289
2025-09-15,236.47076416015625,237.95932665324483,234.80238330570734,236.77047667310174,42699500,AAPL,0.011235905200573493,231.73835296630858,221.2544778442383,0.015063297381186743
2025-09-16,237.9193572998047,240.98639147239973,236.09114297984144,236.9502954777413,63421100,AAPL,0.006125886829152938,232.1010009765625,221.8226870727539,0.015067246227612331
2025-09-17,238.75856018066406,239.86748583209587,237.4997706474641,238.73857528095925,46508000,AAPL,0.003527257682534257,232.5220932006836,222.4064828491211,0.015054571687444021
2025-09-18,237.64962768554688,240.9664044724694,236.4208079152849,239.737599946219,44249600,AAPL,-0.004644576907642972,233.11501922607422,222.94554748535157,0.014270711358443544
2025-09-19,245.26223754882812,246.06146581163878,239.9773675285625,240.99636870073516,163741300,AAPL,0.03203291306373979,234.1440216064453,223.61151733398438,0.015571014432134902
2025-09-22,255.8319854736328,256.3914711896616,247.8797028858207,248.05953649140056,105517400,AAPL,0.043095700465100695,235.55865020751952,224.51382995605468,0.017744169614265278
2025-09-23,254.18359375,257.0907792625319,253.33442606621003,255.63220171436936,60275200,AAPL,-0.00644325892472386,236.92082977294922,225.43386810302735,0.017862053698610384
2025-09-24,252.06564331054688,255.4923293909784,250.79686899703333,254.9728287261993,42303700,AAPL,-0.00833236483994404,238.06971588134766,226.301767578125,0.018113246781471352
2025-09-25,256.6212158203125,256.9209435623003,251.466224879955,252.96477212582877,55202100,AAPL,0.018072960876120314,239.38743743896484,227.2398226928711,0.01834989105695604
2025-09-26,255.2126007080078,257.3505275669758,253.5342198150173,253.8539172209246,46076300,AAPL,-0.0054890828406448655,240.53132858276368,228.15249969482423,0.018493911430715722
